Outlet_ID,Outlet_Name,City,Location_Tier,Outlet_Size,Outlet_Type,Establishment_Year
OUT0628,Blinkit Bhopal - 19,Bhopal,Tier 2,Large,Express Hub,2018
OUT0629,Blinkit Kochi - 19,Kochi,Tier 2,Large,Warehouse Store,2024
OUT0630,Blinkit Chandigarh - 19,Chandigarh,Tier 2,Medium,Dark Store,2022
OUT0631,Blinkit Surat - 19,Surat,Tier 2,Medium,Express Hub,2022
OUT0632,Blinkit Vadodara - 19,Vadodara,Tier 2,Large,Dark Store,2019
OUT0633,Blinkit Visakhapatnam - 19,Visakhapatnam,Tier 2,Small,Dark Store,2024
OUT0634,Blinkit Patna - 19,Patna,Tier 2,Large,Express Hub,2023
OUT0635,Blinkit Tiruppur - 19,Tiruppur,Tier 3,Small,Express Hub,2024
OUT0636,Blinkit Guwahati - 19,Guwahati,Tier 3,Medium,Dark Store,2021
OUT0637,Blinkit Ranchi - 19,Ranchi,Tier 3,Medium,Express Hub,2018
OUT0638,Blinkit Mysuru - 19,Mysuru,Tier 3,Large,Dark Store,2020
OUT0639,Blinkit Nashik - 19,Nashik,Tier 3,Medium,Dark Store,2020
OUT0640,Blinkit Raipur - 19,Raipur,Tier 3,Medium,Dark Store,2019
OUT0641,Blinkit Dehradun - 19,Dehradun,Tier 3,Medium,Dark Store,2019
OUT0642,Blinkit Jodhpur - 19,Jodhpur,Tier 3,Medium,Dark Store,2023
OUT0643,Blinkit Madurai - 19,Madurai,Tier 3,Small,Express Hub,2022
OUT0644,Blinkit Amritsar - 19,Amritsar,Tier 3,Large,Dark Store,2019
OUT0645,Blinkit Varanasi - 19,Varanasi,Tier 3,Small,Dark Store,2022
OUT0646,Blinkit Siliguri - 19,Siliguri,Tier 3,Medium,Warehouse Store,2021
OUT0647,Blinkit Mumbai - 20,Mumbai,Tier 1,Small,Dark Store,2018
OUT0648,Blinkit Delhi - 20,Delhi,Tier 1,Large,Warehouse Store,2021
OUT0649,Blinkit Bengaluru - 20,Bengaluru,Tier 1,Small,Dark Store,2023
OUT0650,Blinkit Hyderabad - 20,Hyderabad,Tier 1,Small,Express Hub,2023
OUT0651,Blinkit Chennai - 20,Chennai,Tier 1,Small,Express Hub,2020
OUT0652,Blinkit Pune - 20,Pune,Tier 1,Large,Dark Store,2020
OUT0653,Blinkit Kolkata - 20,Kolkata,Tier 1,Small,Dark Store,2018
OUT0654,Blinkit Ahmedabad - 20,Ahmedabad,Tier 1,Small,Express Hub,2022
OUT0655,Blinkit Noida - 20,Noida,Tier 1,Medium,Dark Store,2023
OUT0656,Blinkit Gurugram - 20,Gurugram,Tier 1,Medium,Dark Store,2021
OUT0657,Blinkit Jaipur - 20,Jaipur,Tier 2,Medium,Dark Store,2019
OUT0658,Blinkit Lucknow - 20,Lucknow,Tier 2,Small,Warehouse Store,2021
OUT0659,Blinkit Coimbatore - 20,Coimbatore,Tier 2,Small,Dark Store,2020
OUT0660,Blinkit Indore - 20,Indore,Tier 2,Medium,Dark Store,2022
OUT0661,Blinkit Nagpur - 20,Nagpur,Tier 2,Medium,Dark Store,2021
OUT0662,Blinkit Bhopal - 20,Bhopal,Tier 2,Small,Dark Store,2024
OUT0663,Blinkit Kochi - 20,Kochi,Tier 2,Large,Dark Store,2024
OUT0664,Blinkit Chandigarh - 20,Chandigarh,Tier 2,Medium,Dark Store,2023
OUT0665,Blinkit Surat - 20,Surat,Tier 2,Medium,Dark Store,2023
OUT0666,Blinkit Vadodara - 20,Vadodara,Tier 2,Medium,Dark Store,2022
OUT0667,Blinkit Visakhapatnam - 20,Visakhapatnam,Tier 2,Medium,Dark Store,2024
OUT0668,Blinkit Patna - 20,Patna,Tier 2,Medium,Dark Store,2022
OUT0669,Blinkit Tiruppur - 20,Tiruppur,Tier 3,Medium,Express Hub,2024
OUT0670,Blinkit Guwahati - 20,Guwahati,Tier 3,Small,Dark Store,2021
OUT0671,Blinkit Ranchi - 20,Ranchi,Tier 3,Small,Express Hub,2021
OUT0672,Blinkit Mysuru - 20,Mysuru,Tier 3,Small,Dark Store,2023
OUT0673,Blinkit Nashik - 20,Nashik,Tier 3,Small,Warehouse Store,2022
OUT0674,Blinkit Raipur - 20,Raipur,Tier 3,Small,Dark Store,2021
OUT0675,Blinkit Dehradun - 20,Dehradun,Tier 3,Small,Express Hub,2024
OUT0676,Blinkit Jodhpur - 20,Jodhpur,Tier 3,Small,Express Hub,2020
OUT0677,Blinkit Madurai - 20,Madurai,Tier 3,Small,Dark Store,2019
OUT0678,Blinkit Amritsar - 20,Amritsar,Tier 3,Small,Dark Store,2023
OUT0679,Blinkit Varanasi - 20,Varanasi,Tier 3,Medium,Express Hub,2024
OUT0680,Blinkit Siliguri - 20,Siliguri,Tier 3,Medium,Dark Store,2023
OUT0681,Blinkit Mumbai - 21,Mumbai,Tier 1,Medium,Express Hub,2021
OUT0682,Blinkit Delhi - 21,Delhi,Tier 1,Medium,Dark Store,2024
OUT0683,Blinkit Bengaluru - 21,Bengaluru,Tier 1,Medium,Dark Store,2022
OUT0684,Blinkit Hyderabad - 21,Hyderabad,Tier 1,Medium,Dark Store,2023
OUT0685,Blinkit Chennai - 21,Chennai,Tier 1,Medium,Warehouse Store,2022
OUT0686,Blinkit Pune - 21,Pune,Tier 1,Medium,Dark Store,2021
OUT0687,Blinkit Kolkata - 21,Kolkata,Tier 1,Small,Express Hub,2022
OUT0688,Blinkit Ahmedabad - 21,Ahmedabad,Tier 1,Medium,Dark Store,2024
OUT0689,Blinkit Noida - 21,Noida,Tier 1,Medium,Dark Store,2019
OUT0690,Blinkit Gurugram - 21,Gurugram,Tier 1,Small,Express Hub,2023
OUT0691,Blinkit Jaipur - 21,Jaipur,Tier 2,Medium,Express Hub,2021
OUT0692,Blinkit Lucknow - 21,Lucknow,Tier 2,Medium,Express Hub,2020
OUT0693,Blinkit Coimbatore - 21,Coimbatore,Tier 2,Small,Dark Store,2022
OUT0694,Blinkit Indore - 21,Indore,Tier 2,Medium,Express Hub,2021
OUT0695,Blinkit Nagpur - 21,Nagpur,Tier 2,Medium,Express Hub,2018
OUT0696,Blinkit Bhopal - 21,Bhopal,Tier 2,Small,Dark Store,2023
OUT0697,Blinkit Kochi - 21,Kochi,Tier 2,Small,Dark Store,2021
OUT0698,Blinkit Chandigarh - 21,Chandigarh,Tier 2,Small,Express Hub,2019
OUT0699,Blinkit Surat - 21,Surat,Tier 2,Medium,Dark Store,2020
OUT0700,Blinkit Vadodara - 21,Vadodara,Tier 2,Medium,Express Hub,2022
OUT0701,Blinkit Visakhapatnam - 21,Visakhapatnam,Tier 2,Medium,Express Hub,2023
OUT0702,Blinkit Patna - 21,Patna,Tier 2,Medium,Dark Store,2020
OUT0703,Blinkit Tiruppur - 21,Tiruppur,Tier 3,Small,Express Hub,2021
OUT0704,Blinkit Guwahati - 21,Guwahati,Tier 3,Medium,Dark Store,2021
OUT0705,Blinkit Ranchi - 21,Ranchi,Tier 3,Small,Warehouse Store,2021
OUT0706,Blinkit Mysuru - 21,Mysuru,Tier 3,Small,Express Hub,2023
OUT0707,Blinkit Nashik - 21,Nashik,Tier 3,Small,Dark Store,2021
OUT0708,Blinkit Raipur - 21,Raipur,Tier 3,Small,Express Hub,2019
OUT0709,Blinkit Dehradun - 21,Dehradun,Tier 3,Large,Express Hub,2020
OUT0710,Blinkit Jodhpur - 21,Jodhpur,Tier 3,Medium,Express Hub,2023
OUT0711,Blinkit Madurai - 21,Madurai,Tier 3,Medium,Dark Store,2021
OUT0712,Blinkit Amritsar - 21,Amritsar,Tier 3,Small,Dark Store,2024
OUT0713,Blinkit Varanasi - 21,Varanasi,Tier 3,Medium,Express Hub,2023
OUT0714,Blinkit Siliguri - 21,Siliguri,Tier 3,Small,Dark Store,2021
OUT0715,Blinkit Mumbai - 22,Mumbai,Tier 1,Small,Dark Store,2021
OUT0716,Blinkit Delhi - 22,Delhi,Tier 1,Medium,Express Hub,2020
OUT0717,Blinkit Bengaluru - 22,Bengaluru,Tier 1,Small,Dark Store,2022
OUT0718,Blinkit Hyderabad - 22,Hyderabad,Tier 1,Medium,Dark Store,2023
OUT0719,Blinkit Chennai - 22,Chennai,Tier 1,Large,Express Hub,2019
OUT0720,Blinkit Pune - 22,Pune,Tier 1,Large,Dark Store,2019
OUT0721,Blinkit Kolkata - 22,Kolkata,Tier 1,Medium,Dark Store,2019
OUT0722,Blinkit Ahmedabad - 22,Ahmedabad,Tier 1,Large,Express Hub,2021
OUT0723,Blinkit Noida - 22,Noida,Tier 1,Medium,Express Hub,2019
OUT0724,Blinkit Gurugram - 22,Gurugram,Tier 1,Large,Express Hub,2022
OUT0725,Blinkit Jaipur - 22,Jaipur,Tier 2,Small,Express Hub,2019
OUT0726,Blinkit Lucknow - 22,Lucknow,Tier 2,Small,Dark Store,2024
OUT0727,Blinkit Coimbatore - 22,Coimbatore,Tier 2,Small,Dark Store,2023
OUT0728,Blinkit Indore - 22,Indore,Tier 2,Large,Express Hub,2023
OUT0729,Blinkit Nagpur - 22,Nagpur,Tier 2,Small,Warehouse Store,2022
OUT0730,Blinkit Bhopal - 22,Bhopal,Tier 2,Small,Express Hub,2021
OUT0731,Blinkit Kochi - 22,Kochi,Tier 2,Large,Dark Store,2022
OUT0732,Blinkit Chandigarh - 22,Chandigarh,Tier 2,Medium,Express Hub,2024
OUT0733,Blinkit Surat - 22,Surat,Tier 2,Medium,Express Hub,2024
OUT0734,Blinkit Vadodara - 22,Vadodara,Tier 2,Medium,Express Hub,2022
OUT0735,Blinkit Visakhapatnam - 22,Visakhapatnam,Tier 2,Small,Dark Store,2022
OUT0736,Blinkit Patna - 22,Patna,Tier 2,Large,Warehouse Store,2024
OUT0737,Blinkit Tiruppur - 22,Tiruppur,Tier 3,Medium,Express Hub,2018
OUT0738,Blinkit Guwahati - 22,Guwahati,Tier 3,Small,Express Hub,2023
OUT0739,Blinkit Ranchi - 22,Ranchi,Tier 3,Medium,Dark Store,2019
OUT0740,Blinkit Mysuru - 22,Mysuru,Tier 3,Small,Warehouse Store,2019
OUT0741,Blinkit Nashik - 22,Nashik,Tier 3,Large,Dark Store,2023
OUT0742,Blinkit Raipur - 22,Raipur,Tier 3,Medium,Express Hub,2021
OUT0743,Blinkit Dehradun - 22,Dehradun,Tier 3,Medium,Express Hub,2021
OUT0744,Blinkit Jodhpur - 22,Jodhpur,Tier 3,Small,Dark Store,2023
OUT0745,Blinkit Madurai - 22,Madurai,Tier 3,Small,Express Hub,2020
OUT0746,Blinkit Amritsar - 22,Amritsar,Tier 3,Medium,Dark Store,2022
OUT0747,Blinkit Varanasi - 22,Varanasi,Tier 3,Large,Dark Store,2024
OUT0748,Blinkit Siliguri - 22,Siliguri,Tier 3,Small,Express Hub,2023
OUT0749,Blinkit Mumbai - 23,Mumbai,Tier 1,Large,Express Hub,2023
OUT0750,Blinkit Delhi - 23,Delhi,Tier 1,Large,Express Hub,2021
OUT0751,Blinkit Bengaluru - 23,Bengaluru,Tier 1,Small,Express Hub,2019
OUT0752,Blinkit Hyderabad - 23,Hyderabad,Tier 1,Medium,Warehouse Store,2022
OUT0753,Blinkit Chennai - 23,Chennai,Tier 1,Medium,Dark Store,2022
OUT0754,Blinkit Pune - 23,Pune,Tier 1,Medium,Dark Store,2022
OUT0755,Blinkit Kolkata - 23,Kolkata,Tier 1,Medium,Express Hub,2022
OUT0756,Blinkit Ahmedabad - 23,Ahmedabad,Tier 1,Small,Express Hub,2023
OUT0757,Blinkit Noida - 23,Noida,Tier 1,Small,Express Hub,2022
OUT0758,Blinkit Gurugram - 23,Gurugram,Tier 1,Medium,Express Hub,2023
OUT0759,Blinkit Jaipur - 23,Jaipur,Tier 2,Small,Dark Store,2021
OUT0760,Blinkit Lucknow - 23,Lucknow,Tier 2,Medium,Express Hub,2021
OUT0761,Blinkit Coimbatore - 23,Coimbatore,Tier 2,Small,Dark Store,2023
OUT0762,Blinkit Indore - 23,Indore,Tier 2,Medium,Dark Store,2020
OUT0763,Blinkit Nagpur - 23,Nagpur,Tier 2,Medium,Express Hub,2022
OUT0764,Blinkit Bhopal - 23,Bhopal,Tier 2,Small,Express Hub,2021
OUT0765,Blinkit Kochi - 23,Kochi,Tier 2,Small,Express Hub,2022
OUT0766,Blinkit Chandigarh - 23,Chandigarh,Tier 2,Medium,Dark Store,2022
OUT0767,Blinkit Surat - 23,Surat,Tier 2,Small,Dark Store,2021
OUT0768,Blinkit Vadodara - 23,Vadodara,Tier 2,Medium,Express Hub,2022
OUT0769,Blinkit Visakhapatnam - 23,Visakhapatnam,Tier 2,Small,Dark Store,2024
OUT0770,Blinkit Patna - 23,Patna,Tier 2,Large,Express Hub,2023
OUT0771,Blinkit Tiruppur - 23,Tiruppur,Tier 3,Small,Dark Store,2018
OUT0772,Blinkit Guwahati - 23,Guwahati,Tier 3,Medium,Dark Store,2023
OUT0773,Blinkit Ranchi - 23,Ranchi,Tier 3,Small,Express Hub,2022
OUT0774,Blinkit Mysuru - 23,Mysuru,Tier 3,Medium,Express Hub,2018
OUT0775,Blinkit Nashik - 23,Nashik,Tier 3,Small,Express Hub,2022
OUT0776,Blinkit Raipur - 23,Raipur,Tier 3,Small,Dark Store,2023
OUT0777,Blinkit Dehradun - 23,Dehradun,Tier 3,Small,Dark Store,2022
OUT0778,Blinkit Jodhpur - 23,Jodhpur,Tier 3,Small,Dark Store,2020
OUT0779,Blinkit Madurai - 23,Madurai,Tier 3,Small,Express Hub,2022
OUT0780,Blinkit Amritsar - 23,Amritsar,Tier 3,Small,Dark Store,2021
OUT0781,Blinkit Varanasi - 23,Varanasi,Tier 3,Large,Dark Store,2023
OUT0782,Blinkit Siliguri - 23,Siliguri,Tier 3,Small,Dark Store,2018
OUT0783,Blinkit Mumbai - 24,Mumbai,Tier 1,Small,Warehouse Store,2023
OUT0784,Blinkit Delhi - 24,Delhi,Tier 1,Medium,Express Hub,2022
OUT0785,Blinkit Bengaluru - 24,Bengaluru,Tier 1,Medium,Dark Store,2018
OUT0786,Blinkit Hyderabad - 24,Hyderabad,Tier 1,Medium,Dark Store,2023
OUT0787,Blinkit Chennai - 24,Chennai,Tier 1,Small,Dark Store,2023
OUT0788,Blinkit Pune - 24,Pune,Tier 1,Medium,Express Hub,2023
OUT0789,Blinkit Kolkata - 24,Kolkata,Tier 1,Medium,Dark Store,2022
OUT0790,Blinkit Ahmedabad - 24,Ahmedabad,Tier 1,Large,Dark Store,2019
OUT0791,Blinkit Noida - 24,Noida,Tier 1,Small,Dark Store,2022
OUT0792,Blinkit Gurugram - 24,Gurugram,Tier 1,Medium,Express Hub,2022
OUT0793,Blinkit Jaipur - 24,Jaipur,Tier 2,Small,Dark Store,2023
OUT0794,Blinkit Lucknow - 24,Lucknow,Tier 2,Medium,Dark Store,2018
OUT0795,Blinkit Coimbatore - 24,Coimbatore,Tier 2,Small,Express Hub,2022
OUT0796,Blinkit Indore - 24,Indore,Tier 2,Large,Dark Store,2023
OUT0797,Blinkit Nagpur - 24,Nagpur,Tier 2,Small,Dark Store,2024
OUT0798,Blinkit Bhopal - 24,Bhopal,Tier 2,Small,Dark Store,2020
OUT0799,Blinkit Kochi - 24,Kochi,Tier 2,Medium,Express Hub,2020
OUT0800,Blinkit Chandigarh - 24,Chandigarh,Tier 2,Medium,Dark Store,2023
OUT0801,Blinkit Surat - 24,Surat,Tier 2,Large,Dark Store,2019
OUT0802,Blinkit Vadodara - 24,Vadodara,Tier 2,Small,Express Hub,2020
OUT0803,Blinkit Visakhapatnam - 24,Visakhapatnam,Tier 2,Medium,Dark Store,2021
OUT0804,Blinkit Patna - 24,Patna,Tier 2,Medium,Dark Store,2021
OUT0805,Blinkit Tiruppur - 24,Tiruppur,Tier 3,Medium,Dark Store,2021
OUT0806,Blinkit Guwahati - 24,Guwahati,Tier 3,Medium,Dark Store,2019
OUT0807,Blinkit Ranchi - 24,Ranchi,Tier 3,Small,Dark Store,2018
OUT0808,Blinkit Mysuru - 24,Mysuru,Tier 3,Medium,Dark Store,2021
OUT0809,Blinkit Nashik - 24,Nashik,Tier 3,Small,Express Hub,2023
OUT0810,Blinkit Raipur - 24,Raipur,Tier 3,Medium,Dark Store,2023
OUT0811,Blinkit Dehradun - 24,Dehradun,Tier 3,Large,Warehouse Store,2022
OUT0812,Blinkit Jodhpur - 24,Jodhpur,Tier 3,Medium,Dark Store,2020
OUT0813,Blinkit Madurai - 24,Madurai,Tier 3,Medium,Dark Store,2020
OUT0814,Blinkit Amritsar - 24,Amritsar,Tier 3,Large,Dark Store,2022
OUT0815,Blinkit Varanasi - 24,Varanasi,Tier 3,Medium,Dark Store,2022
OUT0816,Blinkit Siliguri - 24,Siliguri,Tier 3,Large,Dark Store,2021
OUT0817,Blinkit Mumbai - 25,Mumbai,Tier 1,Medium,Warehouse Store,2019
OUT0818,Blinkit Delhi - 25,Delhi,Tier 1,Medium,Dark Store,2024
OUT0819,Blinkit Bengaluru - 25,Bengaluru,Tier 1,Large,Express Hub,2022
OUT0820,Blinkit Hyderabad - 25,Hyderabad,Tier 1,Medium,Dark Store,2023
OUT0821,Blinkit Chennai - 25,Chennai,Tier 1,Small,Dark Store,2022
OUT0822,Blinkit Pune - 25,Pune,Tier 1,Medium,Express Hub,2022
OUT0823,Blinkit Kolkata - 25,Kolkata,Tier 1,Large,Express Hub,2023
OUT0824,Blinkit Ahmedabad - 25,Ahmedabad,Tier 1,Small,Express Hub,2023
OUT0825,Blinkit Noida - 25,Noida,Tier 1,Small,Dark Store,2019
OUT0826,Blinkit Gurugram - 25,Gurugram,Tier 1,Medium,Warehouse Store,2023
OUT0827,Blinkit Jaipur - 25,Jaipur,Tier 2,Large,Dark Store,2024
OUT0828,Blinkit Lucknow - 25,Lucknow,Tier 2,Large,Express Hub,2023
OUT0829,Blinkit Coimbatore - 25,Coimbatore,Tier 2,Small,Warehouse Store,2020
OUT0830,Blinkit Indore - 25,Indore,Tier 2,Medium,Dark Store,2020
OUT0831,Blinkit Nagpur - 25,Nagpur,Tier 2,Small,Warehouse Store,2019
OUT0832,Blinkit Bhopal - 25,Bhopal,Tier 2,Large,Dark Store,2023
OUT0833,Blinkit Kochi - 25,Kochi,Tier 2,Medium,Dark Store,2020
OUT0834,Blinkit Chandigarh - 25,Chandigarh,Tier 2,Medium,Warehouse Store,2018
OUT0835,Blinkit Surat - 25,Surat,Tier 2,Medium,Dark Store,2022
OUT0836,Blinkit Vadodara - 25,Vadodara,Tier 2,Small,Dark Store,2019
OUT0837,Blinkit Visakhapatnam - 25,Visakhapatnam,Tier 2,Medium,Express Hub,2021
OUT0838,Blinkit Patna - 25,Patna,Tier 2,Small,Dark Store,2020
OUT0839,Blinkit Tiruppur - 25,Tiruppur,Tier 3,Medium,Express Hub,2019
OUT0840,Blinkit Guwahati - 25,Guwahati,Tier 3,Medium,Dark Store,2023
OUT0841,Blinkit Ranchi - 25,Ranchi,Tier 3,Medium,Dark Store,2020
OUT0842,Blinkit Mysuru - 25,Mysuru,Tier 3,Medium,Dark Store,2023
OUT0843,Blinkit Nashik - 25,Nashik,Tier 3,Small,Warehouse Store,2021
OUT0844,Blinkit Raipur - 25,Raipur,Tier 3,Small,Dark Store,2019
OUT0845,Blinkit Dehradun - 25,Dehradun,Tier 3,Medium,Express Hub,2023
OUT0846,Blinkit Jodhpur - 25,Jodhpur,Tier 3,Small,Express Hub,2021
OUT0847,Blinkit Madurai - 25,Madurai,Tier 3,Small,Dark Store,2020
OUT0848,Blinkit Amritsar - 25,Amritsar,Tier 3,Small,Express Hub,2019
OUT0849,Blinkit Varanasi - 25,Varanasi,Tier 3,Small,Dark Store,2022
OUT0850,Blinkit Siliguri - 25,Siliguri,Tier 3,Small,Dark Store,2023
OUT0851,Blinkit Mumbai - 26,Mumbai,Tier 1,Medium,Warehouse Store,2022
OUT0852,Blinkit Delhi - 26,Delhi,Tier 1,Small,Dark Store,2021
OUT0853,Blinkit Bengaluru - 26,Bengaluru,Tier 1,Small,Dark Store,2022
OUT0854,Blinkit Hyderabad - 26,Hyderabad,Tier 1,Large,Express Hub,2020
OUT0855,Blinkit Chennai - 26,Chennai,Tier 1,Large,Warehouse Store,2021
OUT0856,Blinkit Pune - 26,Pune,Tier 1,Medium,Express Hub,2019
OUT0857,Blinkit Kolkata - 26,Kolkata,Tier 1,Medium,Dark Store,2019
OUT0858,Blinkit Ahmedabad - 26,Ahmedabad,Tier 1,Medium,Express Hub,2024
OUT0859,Blinkit Noida - 26,Noida,Tier 1,Small,Express Hub,2021
OUT0860,Blinkit Gurugram - 26,Gurugram,Tier 1,Small,Dark Store,2018
OUT0861,Blinkit Jaipur - 26,Jaipur,Tier 2,Small,Dark Store,2022
OUT0862,Blinkit Lucknow - 26,Lucknow,Tier 2,Small,Dark Store,2021
OUT0863,Blinkit Coimbatore - 26,Coimbatore,Tier 2,Small,Dark Store,2022
OUT0864,Blinkit Indore - 26,Indore,Tier 2,Medium,Dark Store,2022
OUT0865,Blinkit Nagpur - 26,Nagpur,Tier 2,Small,Warehouse Store,2021
OUT0866,Blinkit Bhopal - 26,Bhopal,Tier 2,Small,Dark Store,2020
OUT0867,Blinkit Kochi - 26,Kochi,Tier 2,Small,Dark Store,2020
OUT0868,Blinkit Chandigarh - 26,Chandigarh,Tier 2,Medium,Express Hub,2022
OUT0869,Blinkit Surat - 26,Surat,Tier 2,Small,Warehouse Store,2023
OUT0870,Blinkit Vadodara - 26,Vadodara,Tier 2,Large,Express Hub,2023
OUT0871,Blinkit Visakhapatnam - 26,Visakhapatnam,Tier 2,Small,Dark Store,2021
OUT0872,Blinkit Patna - 26,Patna,Tier 2,Medium,Dark Store,2019
OUT0873,Blinkit Tiruppur - 26,Tiruppur,Tier 3,Large,Express Hub,2018
OUT0874,Blinkit Guwahati - 26,Guwahati,Tier 3,Small,Dark Store,2022
OUT0875,Blinkit Ranchi - 26,Ranchi,Tier 3,Medium,Express Hub,2023
OUT0876,Blinkit Mysuru - 26,Mysuru,Tier 3,Small,Express Hub,2021
OUT0877,Blinkit Nashik - 26,Nashik,Tier 3,Medium,Dark Store,2024
OUT0878,Blinkit Raipur - 26,Raipur,Tier 3,Medium,Warehouse Store,2021
OUT0879,Blinkit Dehradun - 26,Dehradun,Tier 3,Medium,Dark Store,2023
OUT0880,Blinkit Jodhpur - 26,Jodhpur,Tier 3,Small,Dark Store,2021
OUT0881,Blinkit Madurai - 26,Madurai,Tier 3,Medium,Dark Store,2023
OUT0882,Blinkit Amritsar - 26,Amritsar,Tier 3,Medium,Dark Store,2023
OUT0883,Blinkit Varanasi - 26,Varanasi,Tier 3,Medium,Express Hub,2022
OUT0884,Blinkit Siliguri - 26,Siliguri,Tier 3,Small,Dark Store,2019
OUT0885,Blinkit Mumbai - 27,Mumbai,Tier 1,Medium,Express Hub,2018
OUT0886,Blinkit Delhi - 27,Delhi,Tier 1,Medium,Warehouse Store,2019
OUT0887,Blinkit Bengaluru - 27,Bengaluru,Tier 1,Medium,Dark Store,2022
OUT0888,Blinkit Hyderabad - 27,Hyderabad,Tier 1,Small,Express Hub,2020
OUT0889,Blinkit Chennai - 27,Chennai,Tier 1,Small,Dark Store,2021
OUT0890,Blinkit Pune - 27,Pune,Tier 1,Small,Express Hub,2023
OUT0891,Blinkit Kolkata - 27,Kolkata,Tier 1,Medium,Dark Store,2021
OUT0892,Blinkit Ahmedabad - 27,Ahmedabad,Tier 1,Medium,Express Hub,2020
OUT0893,Blinkit Noida - 27,Noida,Tier 1,Medium,Dark Store,2020
OUT0894,Blinkit Gurugram - 27,Gurugram,Tier 1,Medium,Dark Store,2020
OUT0895,Blinkit Jaipur - 27,Jaipur,Tier 2,Small,Dark Store,2022
OUT0896,Blinkit Lucknow - 27,Lucknow,Tier 2,Medium,Dark Store,2021
OUT0897,Blinkit Coimbatore - 27,Coimbatore,Tier 2,Medium,Express Hub,2024
OUT0898,Blinkit Indore - 27,Indore,Tier 2,Medium,Dark Store,2020
OUT0899,Blinkit Nagpur - 27,Nagpur,Tier 2,Medium,Express Hub,2021
OUT0900,Blinkit Bhopal - 27,Bhopal,Tier 2,Medium,Dark Store,2022
OUT0901,Blinkit Kochi - 27,Kochi,Tier 2,Medium,Dark Store,2018
OUT0902,Blinkit Chandigarh - 27,Chandigarh,Tier 2,Large,Warehouse Store,2019
OUT0903,Blinkit Surat - 27,Surat,Tier 2,Medium,Express Hub,2022
OUT0904,Blinkit Vadodara - 27,Vadodara,Tier 2,Medium,Dark Store,2020
OUT0905,Blinkit Visakhapatnam - 27,Visakhapatnam,Tier 2,Large,Express Hub,2024
OUT0906,Blinkit Patna - 27,Patna,Tier 2,Medium,Dark Store,2019
OUT0907,Blinkit Tiruppur - 27,Tiruppur,Tier 3,Small,Dark Store,2023
OUT0908,Blinkit Guwahati - 27,Guwahati,Tier 3,Medium,Express Hub,2023
OUT0909,Blinkit Ranchi - 27,Ranchi,Tier 3,Large,Dark Store,2019
OUT0910,Blinkit Mysuru - 27,Mysuru,Tier 3,Medium,Dark Store,2018
OUT0911,Blinkit Nashik - 27,Nashik,Tier 3,Small,Dark Store,2022
OUT0912,Blinkit Raipur - 27,Raipur,Tier 3,Small,Express Hub,2023
OUT0913,Blinkit Dehradun - 27,Dehradun,Tier 3,Small,Express Hub,2023
OUT0914,Blinkit Jodhpur - 27,Jodhpur,Tier 3,Medium,Dark Store,2020
OUT0915,Blinkit Madurai - 27,Madurai,Tier 3,Medium,Dark Store,2023
OUT0916,Blinkit Amritsar - 27,Amritsar,Tier 3,Small,Express Hub,2024
OUT0917,Blinkit Varanasi - 27,Varanasi,Tier 3,Large,Warehouse Store,2023
OUT0918,Blinkit Siliguri - 27,Siliguri,Tier 3,Small,Express Hub,2024
OUT0919,Blinkit Mumbai - 28,Mumbai,Tier 1,Medium,Dark Store,2023
OUT0920,Blinkit Delhi - 28,Delhi,Tier 1,Small,Dark Store,2024
OUT0921,Blinkit Bengaluru - 28,Bengaluru,Tier 1,Small,Express Hub,2022
OUT0922,Blinkit Hyderabad - 28,Hyderabad,Tier 1,Medium,Express Hub,2019
OUT0923,Blinkit Chennai - 28,Chennai,Tier 1,Medium,Dark Store,2021
OUT0924,Blinkit Pune - 28,Pune,Tier 1,Large,Dark Store,2023
OUT0925,Blinkit Kolkata - 28,Kolkata,Tier 1,Medium,Dark Store,2022
OUT0926,Blinkit Ahmedabad - 28,Ahmedabad,Tier 1,Medium,Express Hub,2023
OUT0927,Blinkit Noida - 28,Noida,Tier 1,Medium,Express Hub,2020
OUT0928,Blinkit Gurugram - 28,Gurugram,Tier 1,Medium,Dark Store,2019
OUT0929,Blinkit Jaipur - 28,Jaipur,Tier 2,Medium,Dark Store,2023
OUT0930,Blinkit Lucknow - 28,Lucknow,Tier 2,Medium,Warehouse Store,2020
OUT0931,Blinkit Coimbatore - 28,Coimbatore,Tier 2,Medium,Express Hub,2022
OUT0932,Blinkit Indore - 28,Indore,Tier 2,Medium,Dark Store,2021
OUT0933,Blinkit Nagpur - 28,Nagpur,Tier 2,Medium,Express Hub,2020
OUT0934,Blinkit Bhopal - 28,Bhopal,Tier 2,Large,Dark Store,2024
OUT0935,Blinkit Kochi - 28,Kochi,Tier 2,Medium,Warehouse Store,2021
OUT0936,Blinkit Chandigarh - 28,Chandigarh,Tier 2,Medium,Express Hub,2023
OUT0937,Blinkit Surat - 28,Surat,Tier 2,Large,Express Hub,2023
OUT0938,Blinkit Vadodara - 28,Vadodara,Tier 2,Small,Dark Store,2021
OUT0939,Blinkit Visakhapatnam - 28,Visakhapatnam,Tier 2,Large,Dark Store,2021
OUT0940,Blinkit Patna - 28,Patna,Tier 2,Small,Express Hub,2021
OUT0941,Blinkit Tiruppur - 28,Tiruppur,Tier 3,Small,Express Hub,2022
