Item_ID,Item_Name,Category,Brand,MRP,Pack_Size,Fat_Content,Shelf_Life_Days
ITM0631,Haldiram's Toilet Cleaner,Home Care,Haldiram's,334.45,100 g,N/A,180
ITM0632,Surf Excel Bun,Bakery,Surf Excel,51.39,12 pcs,N/A,30
ITM0633,Surf Excel Frozen Paratha,Frozen & Instant Food,Surf Excel,153.9,1 kg,N/A,2
ITM0634,Dabur Baby Shampoo,Baby Care,Dabur,278.18,1 pc,N/A,7
ITM0635,Cadbury USB Cable,Stationery & Electronics,Cadbury,575.45,250 g,N/A,30
ITM0636,HUL Dog Food,Pet Care,HUL,357.63,2 L,N/A,30
ITM0637,Patanjali Cabbage,Fruits & Vegetables,Patanjali,116.45,1 pc,N/A,90
ITM0638,Himalaya Curd,Dairy & Breakfast,Himalaya,282.94,500 g,Low Fat,30
ITM0639,Cadbury Chikki,Snacks & Munchies,Cadbury,148.14,12 pcs,N/A,2
ITM0640,Haldiram's Instant Coffee,Beverages,Haldiram's,42.78,1 pc,N/A,180
ITM0641,Fortune Basmati Rice,Staples,Fortune,445.12,12 pcs,N/A,90
ITM0642,Himalaya Sunscreen,Personal Care,Himalaya,351.83,1 pc,N/A,365
ITM0643,Surf Excel Garbage Bags,Home Care,Surf Excel,51.29,100 g,N/A,7
ITM0644,Britannia Croissant,Bakery,Britannia,169.13,12 pcs,N/A,30
ITM0645,Britannia Frozen Peas,Frozen & Instant Food,Britannia,168.66,6 pcs,N/A,7
ITM0646,Cadbury Baby Powder,Baby Care,Cadbury,721.62,100 g,N/A,180
ITM0647,Britannia Notebook,Stationery & Electronics,Britannia,284.31,200 g,N/A,180
ITM0648,Mother Dairy Pet Treats,Pet Care,Mother Dairy,239.97,1 pc,N/A,30
ITM0649,Amul Cauliflower,Fruits & Vegetables,Amul,91.49,1 pc,N/A,2
ITM0650,Pedigree Toned Milk,Dairy & Breakfast,Pedigree,333.38,6 pcs,Low Fat,90
ITM0651,Tata Trail Mix,Snacks & Munchies,Tata,71.06,1 kg,N/A,30
ITM0652,Fortune Lemonade,Beverages,Fortune,97.61,250 g,N/A,365
ITM0653,Local Brand Moong Dal,Staples,Local Brand,84.1,2 L,N/A,30
ITM0654,Britannia Shampoo,Personal Care,Britannia,190.85,200 g,N/A,7
ITM0655,ITC Detergent Powder,Home Care,ITC,193.85,6 pcs,N/A,365
ITM0656,Amul Pastry,Bakery,Amul,35.4,100 g,N/A,2
ITM0657,Patanjali Ready-to-eat Meal,Frozen & Instant Food,Patanjali,395.11,250 g,N/A,7
ITM0658,Britannia Diapers,Baby Care,Britannia,501.55,500 g,N/A,90
ITM0659,Britannia Earphones,Stationery & Electronics,Britannia,749.28,500 g,N/A,7
ITM0660,Haldiram's Pet Shampoo,Pet Care,Haldiram's,438.68,200 g,N/A,30
ITM0661,Mother Dairy Watermelon,Fruits & Vegetables,Mother Dairy,22.26,1 pc,N/A,7
ITM0662,Nestle Ghee,Dairy & Breakfast,Nestle,261.56,2 L,Low Fat,180
ITM0663,Nestle Potato Chips,Snacks & Munchies,Nestle,130.76,6 pcs,N/A,2
ITM0664,HUL Buttermilk,Beverages,HUL,30.13,100 g,N/A,365
ITM0665,Tata Sooji,Staples,Tata,347.03,6 pcs,N/A,180
ITM0666,Surf Excel Hand Sanitizer,Personal Care,Surf Excel,250.26,1 kg,N/A,365
ITM0667,Britannia Air Freshener,Home Care,Britannia,297.52,2 L,N/A,90
ITM0668,Nestle Cake,Bakery,Nestle,173,12 pcs,N/A,180
ITM0669,Patanjali Frozen Nuggets,Frozen & Instant Food,Patanjali,196.5,100 g,N/A,90
ITM0670,Patanjali Baby Food,Baby Care,Patanjali,328.83,1 kg,N/A,30
ITM0671,Patanjali LED Bulb,Stationery & Electronics,Patanjali,347.59,100 g,N/A,365
ITM0672,Tata Dog Food,Pet Care,Tata,149.57,1 pc,N/A,180
ITM0673,Colgate Beans,Fruits & Vegetables,Colgate,39.94,500 g,N/A,2
ITM0674,ITC Curd,Dairy & Breakfast,ITC,272.73,100 g,Low Fat,2
ITM0675,HUL Chikki,Snacks & Munchies,HUL,20.06,6 pcs,N/A,90
ITM0676,Everest Energy Drink,Beverages,Everest,84.66,1 pc,N/A,90
ITM0677,Britannia Basmati Rice,Staples,Britannia,184.27,2 L,N/A,7
ITM0678,ITC Razor,Personal Care,ITC,272.1,1 pc,N/A,180
ITM0679,Cadbury Garbage Bags,Home Care,Cadbury,316.69,6 pcs,N/A,365
ITM0680,Tata Cookies,Bakery,Tata,147.85,6 pcs,N/A,30
ITM0681,Fortune Frozen Paratha,Frozen & Instant Food,Fortune,288.66,2 L,N/A,365
ITM0682,Haldiram's Baby Shampoo,Baby Care,Haldiram's,476.21,2 L,N/A,7
ITM0683,Dabur Earphones,Stationery & Electronics,Dabur,489.04,250 g,N/A,2
ITM0684,Himalaya Pet Treats,Pet Care,Himalaya,144.4,100 g,N/A,180
ITM0685,Colgate Banana,Fruits & Vegetables,Colgate,109.53,100 g,N/A,180
ITM0686,Nestle Curd,Dairy & Breakfast,Nestle,249.85,12 pcs,Regular,180
ITM0687,Colgate Potato Chips,Snacks & Munchies,Colgate,110.57,12 pcs,N/A,30
ITM0688,Himalaya Tea Bags,Beverages,Himalaya,192.25,6 pcs,N/A,90
ITM0689,Cadbury Toor Dal,Staples,Cadbury,284.79,6 pcs,N/A,365
ITM0690,Parle Hair Oil,Personal Care,Parle,130.96,200 g,N/A,90
ITM0691,Parle Toilet Cleaner,Home Care,Parle,217.19,100 g,N/A,30
ITM0692,Surf Excel Cake,Bakery,Surf Excel,154.59,1 pc,N/A,180
ITM0693,MTR Ice Cream,Frozen & Instant Food,MTR,274.54,250 g,N/A,90
ITM0694,Himalaya Baby Lotion,Baby Care,Himalaya,524.34,1 kg,N/A,7
ITM0695,Patanjali Notebook,Stationery & Electronics,Patanjali,488.84,2 L,N/A,180
ITM0696,HUL Pet Treats,Pet Care,HUL,387.98,100 g,N/A,7
ITM0697,MTR Tomato,Fruits & Vegetables,MTR,101.88,500 g,N/A,90
ITM0698,Patanjali Cheese Slices,Dairy & Breakfast,Patanjali,170.03,500 g,Regular,180
ITM0699,Dabur Rusk,Snacks & Munchies,Dabur,61.55,1 kg,N/A,2
ITM0700,ITC Lemonade,Beverages,ITC,54.74,200 g,N/A,365
ITM0701,Dabur Salt,Staples,Dabur,171.51,1 kg,N/A,7
ITM0702,HUL Soap Bar,Personal Care,HUL,376.29,12 pcs,N/A,180
ITM0703,Colgate Toilet Cleaner,Home Care,Colgate,74.35,12 pcs,N/A,90
ITM0704,Pedigree Bread Sticks,Bakery,Pedigree,112.49,200 g,N/A,365
ITM0705,Himalaya Frozen Peas,Frozen & Instant Food,Himalaya,232.75,12 pcs,N/A,90
ITM0706,Tata Baby Powder,Baby Care,Tata,673.62,6 pcs,N/A,2
ITM0707,Local Brand Earphones,Stationery & Electronics,Local Brand,856.93,6 pcs,N/A,365
ITM0708,Patanjali Pet Shampoo,Pet Care,Patanjali,107.73,1 pc,N/A,365
ITM0709,Nestle Grapes,Fruits & Vegetables,Nestle,82.44,1 kg,N/A,90
ITM0710,Haldiram's Ghee,Dairy & Breakfast,Haldiram's,63.82,250 g,Low Fat,7
ITM0711,Colgate Popcorn,Snacks & Munchies,Colgate,30.42,100 g,N/A,90
ITM0712,Pedigree Mineral Water,Beverages,Pedigree,49.38,200 g,N/A,90
ITM0713,Dabur Poha,Staples,Dabur,390.65,250 g,N/A,7
ITM0714,Pedigree Lip Balm,Personal Care,Pedigree,411,2 L,N/A,365
ITM0715,Local Brand Detergent Powder,Home Care,Local Brand,232.25,1 pc,N/A,180
ITM0716,Fortune Muffin,Bakery,Fortune,240.36,100 g,N/A,90
ITM0717,Everest Instant Noodles,Frozen & Instant Food,Everest,182.05,250 g,N/A,90
ITM0718,HUL Diapers,Baby Care,HUL,405.89,1 kg,N/A,30
ITM0719,Tata LED Bulb,Stationery & Electronics,Tata,488.96,12 pcs,N/A,365
ITM0720,Haldiram's Cat Food,Pet Care,Haldiram's,246.23,200 g,N/A,30
ITM0721,Fortune Green Chilli,Fruits & Vegetables,Fortune,67.42,100 g,N/A,365
ITM0722,HUL Cheese Slices,Dairy & Breakfast,HUL,250.15,250 g,Regular,30
ITM0723,Patanjali Potato Chips,Snacks & Munchies,Patanjali,14.34,1 kg,N/A,90
ITM0724,Cadbury Soda,Beverages,Cadbury,154.41,250 g,N/A,90
ITM0725,HUL Besan,Staples,HUL,63.1,500 g,N/A,2
ITM0726,Cadbury Razor,Personal Care,Cadbury,448.22,500 g,N/A,90
ITM0727,Local Brand Dishwash Liquid,Home Care,Local Brand,296.3,6 pcs,N/A,90
ITM0728,Local Brand Cookies,Bakery,Local Brand,180.25,12 pcs,N/A,7
ITM0729,ITC Frozen Nuggets,Frozen & Instant Food,ITC,59.11,2 L,N/A,365
ITM0730,Nestle Baby Food,Baby Care,Nestle,236.24,500 g,N/A,30
ITM0731,Surf Excel Notebook,Stationery & Electronics,Surf Excel,174.41,500 g,N/A,90
ITM0732,Haldiram's Dog Food,Pet Care,Haldiram's,479.18,1 pc,N/A,180
ITM0733,Surf Excel Grapes,Fruits & Vegetables,Surf Excel,46.02,200 g,N/A,365
ITM0734,Nestle Eggs,Dairy & Breakfast,Nestle,157.23,2 L,Regular,365
ITM0735,Haldiram's Chocolate Bar,Snacks & Munchies,Haldiram's,103.44,1 kg,N/A,180
ITM0736,Parle Instant Coffee,Beverages,Parle,45.95,100 g,N/A,90
ITM0737,Tata Poha,Staples,Tata,412.99,100 g,N/A,365
ITM0738,Himalaya Face Wash,Personal Care,Himalaya,247.14,12 pcs,N/A,180
ITM0739,Patanjali Dishwash Liquid,Home Care,Patanjali,193.22,250 g,N/A,365
ITM0740,Mother Dairy Cookies,Bakery,Mother Dairy,227.49,12 pcs,N/A,365
ITM0741,Pedigree Momos,Frozen & Instant Food,Pedigree,129.92,1 pc,N/A,90
ITM0742,ITC Feeding Bottle,Baby Care,ITC,492.26,500 g,N/A,30
ITM0743,Patanjali Notebook,Stationery & Electronics,Patanjali,239.94,2 L,N/A,90
ITM0744,Colgate Dog Food,Pet Care,Colgate,407.68,12 pcs,N/A,90
ITM0745,Haldiram's Banana,Fruits & Vegetables,Haldiram's,63.76,1 pc,N/A,365
ITM0746,Dabur Paneer,Dairy & Breakfast,Dabur,257.9,200 g,Regular,90
ITM0747,Patanjali Trail Mix,Snacks & Munchies,Patanjali,50.75,12 pcs,N/A,365
ITM0748,MTR Energy Drink,Beverages,MTR,163.77,100 g,N/A,365
ITM0749,Nestle Moong Dal,Staples,Nestle,275.29,2 L,N/A,365
ITM0750,MTR Hand Sanitizer,Personal Care,MTR,231.15,2 L,N/A,30
ITM0751,Haldiram's Scrub Pad,Home Care,Haldiram's,72.84,1 pc,N/A,7
ITM0752,Colgate Rusk,Bakery,Colgate,111.21,2 L,N/A,7
ITM0753,Britannia Ready-to-eat Meal,Frozen & Instant Food,Britannia,332.04,1 kg,N/A,365
ITM0754,Nestle Baby Powder,Baby Care,Nestle,502.37,500 g,N/A,90
ITM0755,Mother Dairy Earphones,Stationery & Electronics,Mother Dairy,376.82,1 kg,N/A,90
ITM0756,Mother Dairy Cat Food,Pet Care,Mother Dairy,340.51,200 g,N/A,365
ITM0757,Cadbury Mango,Fruits & Vegetables,Cadbury,50.84,6 pcs,N/A,365
ITM0758,Surf Excel Cornflakes,Dairy & Breakfast,Surf Excel,74.88,100 g,Regular,30
ITM0759,MTR Trail Mix,Snacks & Munchies,MTR,43.43,6 pcs,N/A,30
ITM0760,Parle Soda,Beverages,Parle,190.76,1 kg,N/A,30
ITM0761,Surf Excel Basmati Rice,Staples,Surf Excel,592.69,1 kg,N/A,7
ITM0762,Colgate Sunscreen,Personal Care,Colgate,62.86,12 pcs,N/A,30
ITM0763,Surf Excel Scrub Pad,Home Care,Surf Excel,253.51,6 pcs,N/A,30
ITM0764,MTR Croissant,Bakery,MTR,183.2,12 pcs,N/A,90
ITM0765,Surf Excel Ice Cream,Frozen & Instant Food,Surf Excel,130.48,500 g,N/A,90
ITM0766,Colgate Baby Wipes,Baby Care,Colgate,273.08,2 L,N/A,7
ITM0767,ITC LED Bulb,Stationery & Electronics,ITC,778.69,2 L,N/A,90
ITM0768,Fortune Dog Food,Pet Care,Fortune,86.31,2 L,N/A,90
ITM0769,Fortune Green Chilli,Fruits & Vegetables,Fortune,99.78,250 g,N/A,30
ITM0770,Haldiram's Bread,Dairy & Breakfast,Haldiram's,265.76,200 g,Regular,7
ITM0771,Britannia Trail Mix,Snacks & Munchies,Britannia,135.01,500 g,N/A,2
ITM0772,Patanjali Lemonade,Beverages,Patanjali,119.91,100 g,N/A,30
ITM0773,Mother Dairy Salt,Staples,Mother Dairy,141.65,1 kg,N/A,90
ITM0774,MTR Soap Bar,Personal Care,MTR,280.12,2 L,N/A,365
ITM0775,Fortune Dishwash Liquid,Home Care,Fortune,277.09,200 g,N/A,30
ITM0776,Everest Bun,Bakery,Everest,67.44,6 pcs,N/A,90
ITM0777,Pedigree Instant Noodles,Frozen & Instant Food,Pedigree,128.85,100 g,N/A,180
ITM0778,Colgate Baby Shampoo,Baby Care,Colgate,156.55,1 pc,N/A,180
ITM0779,Himalaya Extension Cord,Stationery & Electronics,Himalaya,637.63,12 pcs,N/A,180
ITM0780,Fortune Pet Shampoo,Pet Care,Fortune,419.45,6 pcs,N/A,7
ITM0781,Mother Dairy Grapes,Fruits & Vegetables,Mother Dairy,22.61,250 g,N/A,365
ITM0782,Haldiram's Cornflakes,Dairy & Breakfast,Haldiram's,244.49,100 g,Regular,365
ITM0783,Britannia Popcorn,Snacks & Munchies,Britannia,121.93,200 g,N/A,2
ITM0784,Tata Buttermilk,Beverages,Tata,83.85,6 pcs,N/A,90
ITM0785,Fortune Besan,Staples,Fortune,185.46,1 kg,N/A,7
ITM0786,Everest Toothpaste,Personal Care,Everest,305.12,100 g,N/A,30
ITM0787,Tata Toilet Cleaner,Home Care,Tata,254.48,250 g,N/A,90
ITM0788,Mother Dairy Muffin,Bakery,Mother Dairy,108.65,2 L,N/A,365
ITM0789,Nestle Frozen Fries,Frozen & Instant Food,Nestle,308.94,250 g,N/A,365
ITM0790,Nestle Feeding Bottle,Baby Care,Nestle,538.74,1 pc,N/A,30
ITM0791,Cadbury Earphones,Stationery & Electronics,Cadbury,700.24,500 g,N/A,90
ITM0792,Local Brand Pet Treats,Pet Care,Local Brand,389.85,100 g,N/A,7
ITM0793,Tata Apple,Fruits & Vegetables,Tata,49.52,1 pc,N/A,7
ITM0794,Himalaya Ghee,Dairy & Breakfast,Himalaya,39.61,200 g,Low Fat,180
ITM0795,Haldiram's Rusk,Snacks & Munchies,Haldiram's,13.96,100 g,N/A,90
ITM0796,Patanjali Tea Bags,Beverages,Patanjali,127.41,250 g,N/A,365
ITM0797,Everest Cooking Oil,Staples,Everest,420.32,250 g,N/A,2
ITM0798,Pedigree Sunscreen,Personal Care,Pedigree,442.3,2 L,N/A,90
ITM0799,Tata Glass Cleaner,Home Care,Tata,291.88,200 g,N/A,180
ITM0800,Tata Cookies,Bakery,Tata,123.78,1 kg,N/A,365
ITM0801,Everest Ready-to-eat Meal,Frozen & Instant Food,Everest,275.11,6 pcs,N/A,90
ITM0802,Patanjali Baby Shampoo,Baby Care,Patanjali,360.2,1 pc,N/A,180
ITM0803,Dabur Notebook,Stationery & Electronics,Dabur,411.27,500 g,N/A,7
ITM0804,Tata Pet Treats,Pet Care,Tata,385.67,12 pcs,N/A,2
ITM0805,Nestle Apple,Fruits & Vegetables,Nestle,54.53,6 pcs,N/A,30
ITM0806,Haldiram's Butter,Dairy & Breakfast,Haldiram's,289.89,500 g,Low Fat,180
ITM0807,Himalaya Popcorn,Snacks & Munchies,Himalaya,102.52,2 L,N/A,180
ITM0808,Amul Instant Coffee,Beverages,Amul,94.6,1 kg,N/A,90
ITM0809,HUL Toor Dal,Staples,HUL,98.38,500 g,N/A,7
ITM0810,Colgate Hand Sanitizer,Personal Care,Colgate,272.77,500 g,N/A,365
ITM0811,Amul Detergent Powder,Home Care,Amul,232.65,2 L,N/A,2
ITM0812,Haldiram's Bun,Bakery,Haldiram's,47.25,250 g,N/A,7
ITM0813,Patanjali Frozen Peas,Frozen & Instant Food,Patanjali,190.46,250 g,N/A,2
ITM0814,ITC Baby Shampoo,Baby Care,ITC,165.5,200 g,N/A,90
ITM0815,HUL USB Cable,Stationery & Electronics,HUL,507.11,250 g,N/A,2
ITM0816,Parle Dog Food,Pet Care,Parle,136.32,2 L,N/A,7
ITM0817,ITC Banana,Fruits & Vegetables,ITC,118.03,1 pc,N/A,90
ITM0818,Fortune Cheese Slices,Dairy & Breakfast,Fortune,53.74,2 L,Low Fat,7
ITM0819,Surf Excel Chikki,Snacks & Munchies,Surf Excel,68.81,1 pc,N/A,30
ITM0820,Himalaya Instant Coffee,Beverages,Himalaya,46.86,500 g,N/A,30
ITM0821,Cadbury Chana,Staples,Cadbury,582.03,1 pc,N/A,2
ITM0822,Himalaya Hand Sanitizer,Personal Care,Himalaya,277.12,1 pc,N/A,7
ITM0823,Fortune Glass Cleaner,Home Care,Fortune,248.79,1 kg,N/A,90
ITM0824,Britannia Rusk,Bakery,Britannia,76.15,250 g,N/A,2
ITM0825,Patanjali Frozen Nuggets,Frozen & Instant Food,Patanjali,399.79,6 pcs,N/A,2
ITM0826,Britannia Feeding Bottle,Baby Care,Britannia,571.9,1 pc,N/A,90
ITM0827,Patanjali Notebook,Stationery & Electronics,Patanjali,541.69,6 pcs,N/A,30
ITM0828,Cadbury Cat Food,Pet Care,Cadbury,389.03,1 pc,N/A,90
ITM0829,MTR Banana,Fruits & Vegetables,MTR,85.02,12 pcs,N/A,90
ITM0830,HUL Ghee,Dairy & Breakfast,HUL,52.91,2 L,Low Fat,2
ITM0831,Pedigree Namkeen Mix,Snacks & Munchies,Pedigree,41.15,200 g,N/A,7
ITM0832,Cadbury Buttermilk,Beverages,Cadbury,95.29,250 g,N/A,30
ITM0833,Everest Besan,Staples,Everest,576.31,1 pc,N/A,7
ITM0834,Nestle Sunscreen,Personal Care,Nestle,109.18,6 pcs,N/A,365
ITM0835,Fortune Glass Cleaner,Home Care,Fortune,144.28,6 pcs,N/A,2
ITM0836,HUL Cookies,Bakery,HUL,230.22,250 g,N/A,180
ITM0837,Pedigree Frozen Fries,Frozen & Instant Food,Pedigree,85.27,6 pcs,N/A,30
ITM0838,Himalaya Baby Powder,Baby Care,Himalaya,324.32,1 kg,N/A,30
ITM0839,Mother Dairy Pen Set,Stationery & Electronics,Mother Dairy,189.49,250 g,N/A,180
ITM0840,Patanjali Cat Food,Pet Care,Patanjali,563.91,200 g,N/A,90
ITM0841,Colgate Carrot,Fruits & Vegetables,Colgate,83.66,6 pcs,N/A,180
ITM0842,Local Brand Ghee,Dairy & Breakfast,Local Brand,224.42,12 pcs,Regular,2
ITM0843,MTR Popcorn,Snacks & Munchies,MTR,19.29,1 pc,N/A,7
ITM0844,Nestle Instant Coffee,Beverages,Nestle,118.8,2 L,N/A,90
ITM0845,Local Brand Wheat Atta,Staples,Local Brand,500.25,12 pcs,N/A,30
ITM0846,Fortune Lip Balm,Personal Care,Fortune,275.2,100 g,N/A,180
ITM0847,ITC Air Freshener,Home Care,ITC,343.57,200 g,N/A,2
ITM0848,Colgate Croissant,Bakery,Colgate,156.64,1 kg,N/A,180
ITM0849,Nestle Instant Noodles,Frozen & Instant Food,Nestle,321.05,100 g,N/A,90
ITM0850,ITC Baby Shampoo,Baby Care,ITC,155.65,6 pcs,N/A,30
ITM0851,HUL LED Bulb,Stationery & Electronics,HUL,693,2 L,N/A,180
ITM0852,Patanjali Pet Shampoo,Pet Care,Patanjali,448.65,6 pcs,N/A,2
ITM0853,Mother Dairy Beans,Fruits & Vegetables,Mother Dairy,39.64,250 g,N/A,30
ITM0854,MTR Bread,Dairy & Breakfast,MTR,179.13,200 g,Regular,30
ITM0855,ITC Chocolate Bar,Snacks & Munchies,ITC,47.37,12 pcs,N/A,90
ITM0856,Local Brand Buttermilk,Beverages,Local Brand,162.18,500 g,N/A,2
ITM0857,Patanjali Salt,Staples,Patanjali,168.86,200 g,N/A,180
ITM0858,MTR Lip Balm,Personal Care,MTR,51.99,1 pc,N/A,7
ITM0859,Local Brand Garbage Bags,Home Care,Local Brand,157.71,250 g,N/A,180
ITM0860,Haldiram's Bread Sticks,Bakery,Haldiram's,192.39,1 kg,N/A,365
ITM0861,Parle Instant Noodles,Frozen & Instant Food,Parle,274.88,6 pcs,N/A,7
ITM0862,Tata Feeding Bottle,Baby Care,Tata,168.28,12 pcs,N/A,90
ITM0863,Everest Notebook,Stationery & Electronics,Everest,564.71,12 pcs,N/A,90
ITM0864,Britannia Cat Food,Pet Care,Britannia,192.1,200 g,N/A,30
ITM0865,Mother Dairy Apple,Fruits & Vegetables,Mother Dairy,61.4,200 g,N/A,365
ITM0866,HUL Paneer,Dairy & Breakfast,HUL,169.96,500 g,Regular,7
ITM0867,ITC Chocolate Bar,Snacks & Munchies,ITC,72.78,6 pcs,N/A,2
ITM0868,Pedigree Tea Bags,Beverages,Pedigree,166.84,1 kg,N/A,365
ITM0869,Amul Sooji,Staples,Amul,228.99,2 L,N/A,90
ITM0870,Local Brand Shampoo,Personal Care,Local Brand,156.92,250 g,N/A,7
ITM0871,Tata Detergent Powder,Home Care,Tata,282.08,1 pc,N/A,180
ITM0872,HUL Croissant,Bakery,HUL,67.21,1 kg,N/A,90
ITM0873,Everest Ready-to-eat Meal,Frozen & Instant Food,Everest,356.19,2 L,N/A,365
ITM0874,Surf Excel Baby Wipes,Baby Care,Surf Excel,775.21,200 g,N/A,2
ITM0875,Patanjali Earphones,Stationery & Electronics,Patanjali,369.54,100 g,N/A,30
ITM0876,Britannia Dog Food,Pet Care,Britannia,575.67,200 g,N/A,365
ITM0877,MTR Banana,Fruits & Vegetables,MTR,82.3,6 pcs,N/A,180
ITM0878,HUL Cornflakes,Dairy & Breakfast,HUL,235.09,500 g,Low Fat,365
ITM0879,HUL Popcorn,Snacks & Munchies,HUL,45.73,500 g,N/A,180
ITM0880,Amul Lemonade,Beverages,Amul,133.84,1 kg,N/A,7
ITM0881,Cadbury Poha,Staples,Cadbury,191.54,2 L,N/A,7
ITM0882,Himalaya Face Wash,Personal Care,Himalaya,182.5,250 g,N/A,90
ITM0883,Britannia Dishwash Liquid,Home Care,Britannia,99.83,250 g,N/A,7
ITM0884,Local Brand Croissant,Bakery,Local Brand,237.11,6 pcs,N/A,30
ITM0885,Himalaya Instant Noodles,Frozen & Instant Food,Himalaya,84.41,6 pcs,N/A,180
ITM0886,Fortune Diapers,Baby Care,Fortune,690.14,6 pcs,N/A,2
ITM0887,Everest Notebook,Stationery & Electronics,Everest,357.59,100 g,N/A,7
ITM0888,Parle Cat Food,Pet Care,Parle,113.11,2 L,N/A,365
ITM0889,Local Brand Carrot,Fruits & Vegetables,Local Brand,92.18,100 g,N/A,365
ITM0890,Patanjali Ghee,Dairy & Breakfast,Patanjali,25.27,200 g,Low Fat,30
ITM0891,Colgate Peanuts,Snacks & Munchies,Colgate,36.06,200 g,N/A,30
ITM0892,Nestle Cola,Beverages,Nestle,30.24,12 pcs,N/A,30
ITM0893,Everest Rajma,Staples,Everest,580.05,2 L,N/A,7
ITM0894,MTR Shampoo,Personal Care,MTR,290.32,100 g,N/A,2
ITM0895,Nestle Mop,Home Care,Nestle,63.76,200 g,N/A,90
ITM0896,Pedigree Rusk,Bakery,Pedigree,174.56,200 g,N/A,365
ITM0897,Parle Frozen Fries,Frozen & Instant Food,Parle,64.06,6 pcs,N/A,365
ITM0898,Dabur Baby Lotion,Baby Care,Dabur,103.05,100 g,N/A,365
ITM0899,Everest Earphones,Stationery & Electronics,Everest,457.62,250 g,N/A,7
ITM0900,Nestle Dog Food,Pet Care,Nestle,121.88,2 L,N/A,365
ITM0901,ITC Cabbage,Fruits & Vegetables,ITC,45.27,200 g,N/A,7
ITM0902,Amul Cheese Slices,Dairy & Breakfast,Amul,204.87,1 kg,Regular,90
ITM0903,Dabur Trail Mix,Snacks & Munchies,Dabur,87.7,1 pc,N/A,7
ITM0904,Mother Dairy Cola,Beverages,Mother Dairy,157.07,2 L,N/A,365
ITM0905,Himalaya Poha,Staples,Himalaya,403.66,1 kg,N/A,30
ITM0906,Nestle Lip Balm,Personal Care,Nestle,75.03,100 g,N/A,7
ITM0907,Nestle Scrub Pad,Home Care,Nestle,149.03,200 g,N/A,180
ITM0908,Pedigree Muffin,Bakery,Pedigree,53.68,1 pc,N/A,180
ITM0909,Dabur Frozen Paratha,Frozen & Instant Food,Dabur,54.55,12 pcs,N/A,30
ITM0910,Colgate Baby Wipes,Baby Care,Colgate,668.31,250 g,N/A,180
ITM0911,Cadbury USB Cable,Stationery & Electronics,Cadbury,150.93,12 pcs,N/A,180
ITM0912,Parle Pet Treats,Pet Care,Parle,417.01,200 g,N/A,90
ITM0913,Haldiram's Banana,Fruits & Vegetables,Haldiram's,26.77,200 g,N/A,2
ITM0914,Fortune Cornflakes,Dairy & Breakfast,Fortune,68.08,200 g,Low Fat,30
ITM0915,Tata Chikki,Snacks & Munchies,Tata,55.09,500 g,N/A,365
ITM0916,Mother Dairy Green Tea,Beverages,Mother Dairy,185.45,12 pcs,N/A,7
ITM0917,Surf Excel Sugar,Staples,Surf Excel,233.5,1 pc,N/A,365
ITM0918,Surf Excel Body Lotion,Personal Care,Surf Excel,239.03,200 g,N/A,90
ITM0919,Haldiram's Scrub Pad,Home Care,Haldiram's,191.58,250 g,N/A,2
ITM0920,Colgate Rusk,Bakery,Colgate,43.33,12 pcs,N/A,90
ITM0921,Britannia Frozen Paratha,Frozen & Instant Food,Britannia,77.76,100 g,N/A,180
ITM0922,Nestle Baby Food,Baby Care,Nestle,433.96,12 pcs,N/A,7
ITM0923,Parle USB Cable,Stationery & Electronics,Parle,694.17,200 g,N/A,365
ITM0924,ITC Cat Food,Pet Care,ITC,579.03,250 g,N/A,90
ITM0925,Cadbury Capsicum,Fruits & Vegetables,Cadbury,88.93,6 pcs,N/A,365
ITM0926,Parle Paneer,Dairy & Breakfast,Parle,198.34,200 g,Low Fat,7
ITM0927,Cadbury Peanuts,Snacks & Munchies,Cadbury,14.71,100 g,N/A,2
ITM0928,Britannia Mineral Water,Beverages,Britannia,134.97,200 g,N/A,90
ITM0929,Haldiram's Wheat Atta,Staples,Haldiram's,90.5,200 g,N/A,30
ITM0930,Local Brand Hand Sanitizer,Personal Care,Local Brand,281.61,6 pcs,N/A,90
ITM0931,Parle Detergent Powder,Home Care,Parle,339.55,500 g,N/A,90
ITM0932,Surf Excel Pastry,Bakery,Surf Excel,26.09,1 kg,N/A,365
ITM0933,HUL Ready-to-eat Meal,Frozen & Instant Food,HUL,139.58,12 pcs,N/A,180
ITM0934,HUL Feeding Bottle,Baby Care,HUL,143.32,100 g,N/A,2
ITM0935,Mother Dairy Earphones,Stationery & Electronics,Mother Dairy,92.26,200 g,N/A,365
ITM0936,Fortune Pet Treats,Pet Care,Fortune,400.65,1 kg,N/A,30
ITM0937,Nestle Mango,Fruits & Vegetables,Nestle,92.43,12 pcs,N/A,2
ITM0938,Everest Curd,Dairy & Breakfast,Everest,29.05,250 g,Regular,180
ITM0939,ITC Chocolate Bar,Snacks & Munchies,ITC,94.6,12 pcs,N/A,365
ITM0940,Haldiram's Green Tea,Beverages,Haldiram's,172.78,12 pcs,N/A,7
ITM0941,Nestle Besan,Staples,Nestle,193.98,2 L,N/A,2
ITM0942,Tata Shampoo,Personal Care,Tata,196.68,200 g,N/A,90
ITM0943,Mother Dairy Toilet Cleaner,Home Care,Mother Dairy,130.62,12 pcs,N/A,90
ITM0944,HUL Cookies,Bakery,HUL,209.01,500 g,N/A,7
